device,chipset,system,game,performance,driver,emulator,update,notes,date added
Retroid Pocket 5,sd865,switch,Sonic X Shadow Generations,Great,Turnip 24.1.0 R18,Citron,1,.75 resolution,2025/3/4
Retroid Pocket 5,sd865,switch,Fifa 19,Great,Turnip 24.3.0 9v2,Sudachi,1,"It's running great 60 fps troughout the game, sometimes dipping to 30 - 50 on goal celebration or replays. The only problem it's missing player indicator. making it really hard to play",2025/3/4
Retroid Pocket 5,sd865,switch,Maid Of The Dead,Perfect,Turnip 24.3.0 9v2,Yuzu,1,"Worked but crashed in Sudachi every time a ""lucky dip"" powerup was collected",2025/3/4
Retroid Pocket 5,sd865,switch,The Elder Scrolls: Skyrim,Perfect,Qualcomm 0.746.0,Yuzu,1.1.392.3925134,"Tried with Turnip but after some Gameplay it would exit, found the default gpu driver works fine and so far no exits.",2025/3/3
Retroid Pocket 5,sd865,switch,The Elder Scrolls: Skyrim,Perfect,Qualcomm 0.746.0,Yuzu,1.1.392.3925134,"Tried with Turnip but after some Gameplay it would exit, found the default gpu driver works fine and so far no exits.",2025/3/3
Retroid Pocket 5,sd865,switch,Groove Coaster Wai Wai Party,Perfect,Qualcomm 0.746.0,Citron,1.0.20,"Trying to play online locks up the game, haven't been able to try local multiplayer. Sometimes the audio will stutter upon launch, restarting citron fixes it.",2025/3/1
Retroid Pocket 5,sd865,switch,Under Defeat,Perfect,Turnip 25.0.0 R5,Citron,1,"Works great, also with dock mode. I recommend two joystick setting in game.",2025/3/1
Retroid Pocket 5,sd865,switch,Dodgeball Academia,Perfect,Qualcomm 0.746.0,Citron,1,Perfect 60fps,2025/2/28
Retroid Pocket 5,sd865,switch,Ctr: Nitro Fueled,Perfect,Turnip 24.2.0 R19,Sudachi,1.0.15,game crashes before I can even start a race on a loading screen. If I go pass the loading (sometimes it happens) I just see a black screen,2025/2/28
Retroid Pocket 5,sd865,switch,13 Sentinels: Aegis Rim,Great,Turnip 24.1.0 R18,Citron,1,"Docked, 1x resolution, some dips in FPS but no crashes.",2025/2/25
Retroid Pocket 5,sd865,switch,Mario Golf Super Rush,Great,Turnip 24.1.0 R18,Citron,4,Played an entire round of golf no crashes. Further testing needed to erify,2025/2/25
Retroid Pocket 5,sd865,switch,Mario Kart 8 Deluxe,Great,Qualcomm 0.746.0,Yuzu,2.3.0,"0.75x resolution, Firmware 18.1.0. Turnips crash the game and so do certain firmware ersions.",2025/2/23
Retroid Pocket 5,sd865,switch,Tsukihime - A Piece Of Blue Glass Moon,Perfect,Turnip 24.3.0 R5,Sudachi,1.01,Set RP5 to Performance mode as effect heavy cutscenes will dip to 30 fps. Run 60fps at 1080p Docked mode with no issues. Tested all the way to chapter 8.,2025/2/23
Retroid Pocket 5,sd865,switch,Steins Gate: My Darlings Embrace,Perfect,Turnip 24.3.0 9v2,Citron,1,60fps,2025/2/22
Retroid Pocket 5,sd865,switch,The King of Fighters XIII: Global Match,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.3,Runs smooth at 60fps docked,2025/2/21
Retroid Pocket 5,sd865,switch,Live A Live,Playable,Turnip 24.3.0 9v2,Yuzu,1,NOTE: Imperial China level boss has a super that causes the game to crash no matter what I tried. Exported save and finished fight on PC ersion of emu. *some of the Debug settings may be pointless. GRAPHICS&gt; Accuracy Level &gt; High. GRAPHICS&gt; Anti-aliasing method &gt; SMAA. DEBUG &gt; CPU Backend &gt; Dynamic. DEBUG &gt; CPU accuracy &gt; Accurate.,2025/2/20
Retroid Pocket 5,sd865,switch,Star Wars - Knights Of The Old Republic,Great,Turnip 24.3.0 9v2,Yuzu,1.0.1,Seemed to work great. Only played into the main story a couple minutes,2025/2/20
Retroid Pocket 5,sd865,switch,Star Wars - Knights Of The Old Republic II,Great,Turnip 24.3.0 9v2,Yuzu,1.0.2,Seems to run great. Played through the first bit of the game.,2025/2/20
Retroid Pocket 5,sd865,switch,Urban Myth Dissolution Center,Perfect,Turnip 24.3.0 9v2,Yuzu,1.1,"60 fps docked, plays perfectly",2025/2/20
Retroid Pocket 5,sd865,switch,Islanders,Great,Turnip 24.3.0 9v2,Sudachi,1,-,2025/2/19
Retroid Pocket 5,sd865,switch,The Flame In The Flood,Great,Turnip 24.3.0 9v2,Sudachi,1.0.2,-,2025/2/19
Retroid Pocket 5,sd865,switch,Crash Bandicoot N. Sane Trilogy,Great,Turnip 24.1.0 R17,Citron,191,"Most of the game runs perfect, but there are some small parts where it runs at ~10fps, so far I've seen this at the end of the bonus stages and whenever a specific enemy is on screen 1x (handheld) sync- immediate (off). Use asynchronous shaders - yes. CPU accuracy - unsafe.",2025/2/18
Retroid Pocket 5,sd865,switch,The Binding Of Isaac: Afterbirth+,Perfect,Turnip 24.3.0 9v2,Sudachi,1,the game runs smoothly no change in drivers since its a ery lightweight game.,2025/2/18
Retroid Pocket 5,sd865,switch,Super Mario Bros. Wonder,Great,BioSensor MK2,Yuzu,1,"Tested on standard performance (RP5), ery tiny slowdowns, Build d590cfb9d, firmware 18.1.0 (same for prod/keys), handheld mode, 1x resolution, disk cache on, basically all on default. It was the only emu and driver combination that didn't crashed and rebooted the RP5/reset the emu after a second load, qualcomm drivers worked (didn't reboot on second load) but was slow and gave graphic glitches. Same config on other ersions of yuzu, sudachi or citron, reboots the device. Decreasing the resolution, putting RP5 on high performance, or activating ""force maximum clocks"" might make it perfect. Update 1.0.1 doesn't load the game, black screen.",2025/2/17
Retroid Pocket 5,sd865,switch,Sd Gundam G Generation Genesis,Perfect,Qualcomm 0.746.0,Sudachi,1,60fps without problem,2025/2/17
Retroid Pocket 5,sd865,switch,Pokemon Legends: Arceus,Great,Turnip 24.1.0 R18,Sudachi,1,Performance mode with fan set to auto to keep temps at 52-55 Celsius. Default settings in Sudachi,2025/2/17
Retroid Pocket 5,sd865,switch,Shantae Half Genie Hero,Perfect,Turnip 24.3.0 9v2,Sudachi,1,Default settings on Sudachi. Graphics at 1x. Device doesn't even get hot. Temps stay around 42-45 Celsius.,2025/2/17
Retroid Pocket 5,sd865,switch,Disco Elysium - The Final Cut,Great,Qualcomm 0.746.0,Sudachi,1.0.1,Newest Sudachi Might take a couple of resets for shaders to build You can tune settings this is what worked for me 30fps stable in-game Accuracy Level - High .5x Res Vsync - mailbox Disk shader on force clocks on synch shaders on Reactive flush on Cpu accuracy - Paranoid,2025/2/16
Retroid Pocket 5,sd865,switch,Dragon Ball FighterZ,Perfect,Turnip 24.1.0 R18,Citron,1,Needs DBZ crash fix mod to stop crashing when using supers https://www.mediafire.com/file/llur8mo8d2zln93/DBFZ_540p_crash_fix.zip/file Default everything .75 res,2025/2/16
Retroid Pocket 5,sd865,switch,Shin Megami Tensei Vengeance,Great,Turnip 24.1.0 R18,Citron,1,Citron 0.4 30fps with minor dips Possible crashing in new scenes (save frequently) Played up to second battle with pixie Disk cache on Reactive flushing on (fixes graphics) Overdrive on (better fps) .5 res or .75 res .5 res felt like less crashing,2025/2/16
Retroid Pocket 5,sd865,switch,Kamibako - Mythology Of Cube,Perfect,Qualcomm 0.746.0,Citron,1,Citron 0.4 Some settings not necessary but this worked. Set limit speed to 200% for 60fps .75 resolution vsync mailbox disk shader cache force clocks reactive flushing cpu accuracy - unsafe,2025/2/15
Retroid Pocket 5,sd865,switch,Persona 3 Portable,Perfect,Turnip 24.1.0 R18,Citron,1,Citron 0.4 Sounds set to Cubeb Res 1x native,2025/2/15
Retroid Pocket 5,sd865,switch,Shin Megami Tensei III Nocturne HD Remaster,Perfect,Turnip 24.1.0 R18,Citron,1.0.3,Citron 0.4 Limit speed 200% for 60fps .75 res Force Clocks Disk Shader Cache Use Reactive Flushing Ran into one crash after name creation (fixed by swiping up technique) played an hour no crashes.,2025/2/15
Retroid Pocket 5,sd865,switch,Skater Xl,Perfect,Qualcomm 0.746.0,Yuzu,1.2.8.7,"1x Native, sync Off , Nearest Neigbor, Force maximum clocks, use Asynchronous Shaders, Use reactive Flushing. Note: The game will crash a couple times as the shaders will adjust and then run smoothly.",2025/2/14
Retroid Pocket 5,sd865,switch,Final Fantasy X HD Remaster,Perfect,Turnip 24.3.0 9v2,Citron,1,30 fps in handheld mode. Docked may work but certain wide shots slow to 20-25 fps.,2025/2/14
Retroid Pocket 5,sd865,switch,Resident Evil 4,Unplayable,Turnip 24.3.0 9v2,Citron,1,Out of sync intro scene and game runs at 20-25 fps in handheld mode.,2025/2/14
Retroid Pocket 5,sd865,switch,Resident Evil HD Remake,Great,Turnip 24.3.0 9v2,Citron,1,30 fps docked. Noticed some character flickering during certain lighting effects. Just about perfect but had to dock it a little for that.,2025/2/14
Retroid Pocket 5,sd865,switch,Code Realize Wintertide Miracles,Perfect,Turnip 24.1.0 R18,Yuzu,1,"docked mode. 60fps most of the time except when recalling the log, but this is an issue i faced on official hardware as well. save often, game was prone to ery occasional crashes but switching to handheld mode might help. i never used skip text function, but i saw online people saying it would crash the game on official hardware so skip with caution.",2025/2/13
Retroid Pocket 5,sd865,switch,Triangle Strategy,Unplayable,Turnip 24.3.0 9v2,Citron,1.1.1,Game crash at around 3hours mark. I tried different setting (CPU / GPU to high) and different drivers but the game is really unstable and crash mid fight,2025/2/13
Retroid Pocket 5,sd865,switch,Shiren The Wanderer: The Mystery Dungeon Of Serpentcoil Island,Perfect,Qualcomm 0.746.0,Yuzu,2.1.2,Plays wonderfully!,2025/2/12
Retroid Pocket 5,sd865,switch,Super Meat Boy,Perfect,Qualcomm 0.746.0,Yuzu,1,Work perfectly with default settings,2025/2/12
Retroid Pocket 5,sd865,switch,Pokemon Legends: Arceus,Great,Turnip 24.3.0 9v2,Citron,1,"Max clocks on, async on,",2025/2/11
Retroid Pocket 5,sd865,switch,Romancing Saga 2: Revenge Of The Seven,Unplayable,Turnip 24.3.0 9v2,Citron,-,Would technically load the game but the graphics glitched out in a way that made everything shine with blinding light,2025/2/10
Retroid Pocket 5,sd865,switch,Everspace,Great,Turnip 24.1.0 R18,Sudachi,1.0.5,"Works great a 30 fps but the game quits after you die, but no graphic glitches or slow downs",2025/2/9
Retroid Pocket 5,sd865,switch,Ori And The Blind Forest (Definitive Edition),Great,Turnip 24.1.0 R18,Citron,1.0.2,"This game does NOT run perfectly on RP5, despite what other entries in this sheet say. I tried a huge combination of emulators, drivers, settings etc. The best overall performance I got was docked mode 1x, Citron 0.4, Turnip 24.1.0 R18, force maximum clocks, asynchronous shaders, everything else default. The game would often hit 60fps, but it was not stable. It would often dip down to 30-50fps, and even when frame rate was 50+ there was frequent (albeit minor) stuttering. It’s absolutely playable and ery enjoyable but it is NOT 60fps locked.",2025/2/9
Retroid Pocket 5,sd865,switch,My Sims,Perfect,Qualcomm 0.746.0,Ryujinx,1,http://mikahintz.de/ryujinxAndroid.zip,2025/2/8
Retroid Pocket 5,sd865,switch,Another Crab's Treasure,Playable,Turnip 24.1.0 R18,Citron,1.0.101.1,"*Crashes after main menu no matter what setting/driver I use at 1x, so you absolutely have to drop to .75x resolution (Both Docked or Undocked work). I had Disk Shader Cache, Force maximum clocks, and Use asynchronous shaders ticked on, as well as 16x Anisotopic filtering, AMD FidelityFX for Window adapting filter, and 100% FSR Sharpness. Everything else is default.",2025/2/8
Retroid Pocket 5,sd865,switch,Samurai Jack: Battle Through Time,Perfect,Turnip 24.1.0 R18,Citron,1.0.3,"Citron 0.4 , 1x Native, all default. Runs amazing and looks Beautiful",2025/2/8
Retroid Pocket 5,sd865,switch,The Witcher 3: Wild Hunt,Playable,Turnip 24.3.0 9v2,Citron,3.7,".5x on latest citron gets you 12-25fps, playable if you are extremely desperate. Seems promising for future citron builds.",2025/2/8
Retroid Pocket 5,sd865,switch,Turbo Overkill,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,"Failed to boot, tried with Citron and had the same result",2025/2/8
Retroid Pocket 5,sd865,switch,Civilization II,Great,Turnip 24.1.0 R18,Sudachi,1,"Needs the last Sudachi ersion, game loads and works great, but the map appears cloudy, but texts can be read",2025/2/7
Retroid Pocket 5,sd865,switch,Bloodstained - Curse Of The Moon,Perfect,Qualcomm 0.746.0,Citron,1.1,-,2025/2/6
Retroid Pocket 5,sd865,switch,Paper Mario: The Origami King,Unplayable,Qualcomm 0.746.0,Sudachi,1.01,"Tried with yuzu, sudachi, and Skyline. All crash at the beginning sequence, if you use a save to skip that it crashes if you go into the loading zones. what a shame",2025/2/6
Retroid Pocket 5,sd865,switch,Tales Of Vesperia,Playable,Turnip 24.3.0 9v2,Sudachi,1.0.2,"Force Maximum Clocks. Resolution: .75x Audio Driver: Cubeb(required for audio to not glitch out. Game may crash once in a while, so save often.",2025/2/6
Retroid Pocket 5,sd865,switch,Hotshot Racing,Great,Turnip 24.1.0 R18,Sudachi,1.0.5,"Works great in handheld, 60fps most most of the time. Minor graphical glitches in the menu and rare graphical glitch in races too, barely noticeable.",2025/2/5
Retroid Pocket 5,sd865,switch,Octopath Traveler,Great,Turnip 24.3.0 9v2,Citron,1.0.1,"Citron 0.4. Handheld Mode, Disabled Shader Cache, Disabled Asynchronous Shader Compilation. RP5 Performance and Smart Fan. Pretty smooth and stable",2025/2/5
Retroid Pocket 5,sd865,switch,13 Sentinels: Aegis Rim,Great,Turnip 24.3.0 9v2,Sudachi,1.1,"Played mostly on 1x resolution. Mostly 60 fps, would drop to 40-30 fps in battles. Dropped to 20 in the final battle. Some crashes when there would be a lot of stuff in the background. Had to drop 0.75x resolution when deleting shader cache wouldn't work. Settings: Accuracy Level: High (to get mostly 60 fps out of battle), Window Adapting Filter: AMD Fidelity FX Super Resolution (if 0.75x res), Audio: cubeb (if audio stutters)",2025/2/4
Retroid Pocket 5,sd865,switch,New Pokémon Snap,Great,Turnip 24.3.0 9v2,Citron,-,"disk shader cache = true, force maximum clocks = true Game works nearly perfect! Professor registers photos you take, little to no frame drops, overall really responsive. Only problem I've seen is that any pictures you take, beyond the initial run down with the professor, will just appear as blank black images.",2025/2/4
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Tears Of The Kingdom,Great,Qualcomm 0.746.0,Sudachi,1,-,2025/2/3
Retroid Pocket 5,sd865,switch,Firewatch,Great,Turnip 24.1.0 R18,Yuzu,1,"Handheld mode, High graphics accuracy, 1x resolution. 25fps on average.",2025/2/3
Retroid Pocket 5,sd865,switch,XIII,Great,Turnip 24.1.0 R18,Suyu,1,"105 % speedlimit, precision level high, high performance",2025/2/3
Retroid Pocket 5,sd865,switch,Master Detective Archive: Rain Code,Unplayable,Turnip 24.3.0 9v2,Citron,1.4.0,"It works great, almost perfect even, up until the quick time events at the end of the train, managed to muddle my way through 2 of them but it froze pretty much no matter what during those events. Tried every other emulator as well, along with system drivers and the most up to date Turnip on each emulator. No dice.",2025/2/3
Retroid Pocket 5,sd865,switch,Pokemon Sword,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Haven't done any post-game stuff, but you can play from A-Z. If you try to use Y-Comm it will crash",2025/2/3
Retroid Pocket 5,sd865,switch,Luigi's Mansion 3,Great,BioSensor MK1,Citron,1,Perfectly playable with 0.75 resolution and can add mods like 60fps,2025/2/2
Retroid Pocket 5,sd865,switch,Pokemon Legends: Arceus,Great,Turnip 23.2.0,Sudachi,1.1.1,"Slow in some places, glitchy polygons in places, but plays pretty smoothly",2025/2/2
Retroid Pocket 5,sd865,switch,Disgaea 5 Complete,Perfect,Turnip 24.3.0 9v2,Citron,1,Intro movie is choppy and is around 30-50 fps I recommend skipping it rest is smooth 60 unless loading new area,2025/2/2
Retroid Pocket 5,sd865,switch,Pokemon Violet,Playable,Turnip 25.0.0 R8,Sudachi,3.0.1,"Low FPS (around 15.0fps) makes game slow, experienced one crash redeeming DLC costumes (but they did get into inventory)",2025/2/2
Retroid Pocket 5,sd865,switch,Life Is Strange: Before The Storm Remastered,Great,Qualcomm 0.746.0,Citron,1,Citron 0.4v - Default settings,2025/2/1
Retroid Pocket 5,sd865,switch,Pato Box,Perfect,Qualcomm 0.746.0,Yuzu,1.0.3,Perfect 60fps docked,2025/2/1
Retroid Pocket 5,sd865,switch,Prince Of Persia: The Lost Crown,Perfect,Qualcomm 0.746.0,Citron,1.4.1,"Works really good at basically a locked 60 fps. It has a few graphical issues here and there. Play with the qualcomm drivers, because the Turnip ones crashes the game when you open the map!",2025/2/1
Retroid Pocket 5,sd865,switch,Signalis,Perfect,Qualcomm 0.746.0,Yuzu,1.4,Perfect 30fps docked,2025/2/1
Retroid Pocket 5,sd865,switch,Sniper Elite 4,Great,Qualcomm 0.746.0,Yuzu,1.0.3,Seems to be mostly perfect 30 in handheld,2025/2/1
Retroid Pocket 5,sd865,switch,Ugly,Perfect,Qualcomm 0.746.0,Yuzu,1.0.3,"I couldnt figure out how to complete the first puzzle so I cant say much, but it seems to be perfect 60fps docked",2025/2/1
Retroid Pocket 5,sd865,switch,Yooka-Laylee And The Impossible Lair,Perfect,Qualcomm 0.746.0,Yuzu,1.0.4,Perfect 60fps docked,2025/2/1
Retroid Pocket 5,sd865,switch,Crash Bandicoot N. Sane Trilogy,Great,Turnip 24.1.0 R18,Yuzu,1,it runs around 30 fps for most of it but did freeze in the second level of crash warped but that might be a one time thing,2025/2/1
Retroid Pocket 5,sd865,switch,Life Is Strange Remastered,Great,Turnip 24.1.0 R18,Citron,1.0.1,Use asynch shaders to help graphics stutter. CPU accuracy - Unsafe,2025/2/1
Retroid Pocket 5,sd865,switch,Super Bomberman R,Perfect,Turnip 24.1.0 R18,Citron,1,-,2025/2/1
Retroid Pocket 5,sd865,switch,Crisis Core: Final Fantasy II Reunion,Great,Turnip 24.3.0 9v2,Citron,1.0.1,"Handheld Mode Accuracy Level : High Disk Shader Cache : On Force Maximum Clocks : On Use Async Shaders : On Audio : Cubeb Prologue is a little bit choppy at 18-30fps, but after the whole thing ran at 28-30 fps. Only thing that holds this back is intermittent blooming issues. I've been having trouble using cheats on Citron, but if anyone could help itd be greatly appreciated bc i have 30fps, no bloom, and no dof cheats that would definitely change htis from great to perfect",2025/2/1
Retroid Pocket 5,sd865,switch,Fast Rmx,Playable,Turnip 24.3.0 9v2,Citron,1,"Runs @20-30FPS, as a game supposed to run @60FPS, it is slow and not really playable. Tested with Sudachi and Citron, with multiples drivers and configuration, and with or without updates",2025/2/1
